pname,n,total,max_amt
"WESTERN MACHINE WORKS, LLC A LIMITED LIABILITY COMPANY OF DELAWARE",5,2007190.0,1035780.0
REDSTONE DEVELOPMENT LLC,7,2001320.0,1331820.0
"DECISION PARTNERS, LLC",24,2001061.99,1314747.71
CITIZENGLOBAL INC.,2,2000000.0,2000000.0
OWL AUTONOMOUS IMAGING INC,3,1999969.34,1999969.34
SKYLINE NAV AI INC,6,1999961.0,1250000.0
TURBINEONE LLC,7,1999456.0,1249730.0
SICDRONE CORPORATION,7,1998027.31,1405871.35
QUANTUM PERFORMANCE GROUP INC,13,1996725.4100000001,1393134.84
PHAZAR CORP,4,1994970.54,1123820.54
PHOTONECT INTERCONNECT SOLUTIONS INC,5,1994633.49,1699636.16
PRECISION ENVIRONMENTS INC,5,1991468.29,1089250.0
CENTER FOR ENERGY WORKFORCE DEVELOPMENT,1,1984555.0,1984555.0
LUMENTUM OPERATIONS LLC,1,1984426.0,1984426.0
"LABORATORY DATA CONSULTANTS, INC.",4,1981681.64,1192590.65
"PREMIER LOGISTICAL CENTER, INC.",7,1977011.4300000002,1125260.8
COHERENT ECONOMICS LLC,5,1975000.0,1000000.0
"CACI IDT, LLC",3,1971840.0,1971840.0
EASTEX ENVIRONMENTAL LABORATORY  INC.,4,1967825.0,1520675.0
UMECO PLC,3,1967500.04,1967500.04
"CONDOR OUTDOOR PRODUCTS, INC.",1,1965000.0,1965000.0
POLARIS AERO LLC,4,1948652.08,1199045.08
HIGHMARK INC,6,1942081.6,1510201.6
CASCADE PUMP COMPANY,12,1938274.0,1272300.0
KEYSTONE INNOVATION SOLUTIONS INC,2,1935862.44,1935862.44
ZURICH FINANCIAL SERVICES AG,38,1926546.47,1115204.0
GICELLPHONE CORP.,2,1925435.69,1673639.08
"TELEDYNE BLUEVIEW, INC.",5,1922992.0,1225449.0
"SEMTECH SOLUTIONS, INC.",5,1915000.0,1915000.0
"SKYLINE MATERIALS, LTD.",6,1914903.9,1019711.0
JONES MASONRY RESTORATION CORP,4,1911005.6,1428000.0
"SOUTHERN PRECISION MACHINING, LLC",2,1907095.02,1907095.02
SOUTHWEST RESEARCH INSTITUTE INC,6,1906269.08,1686269.08
SWIFT UNIVERSAL OPTICAL SYSTEMS LLC,3,1903836.05,1077360.55
TRAILER TECHNOLOGIES HOLDINGS LLC,4,1903481.19,1884473.75
NEW OMAHA HOLDINGS L.P.,5,1902500.0,1432500.0
CUSTOM BIOMETRIC WEARABLES INC,4,1898351.07,1898351.07
"SATELLOGIC FEDERAL, LLC",3,1898100.0,1598724.0
GAARDTECH USA LTD. LIABILITY CO.,2,1897729.0,1897729.0
RUBICONREX INC,3,1897084.0,1584000.0
"PREMIER DEMOLITION, INC.",17,1896956.0,1374000.0
ROCKFISH DATA INC,2,1896129.18,1896129.18
DRONESENSE  INC.,3,1895390.0,1895390.0
"COMPUTER ACCESS TECHNOLOGIES, LLC",2,1875601.09,1875520.09
"ARGANTEAL, CORP",1,1875000.0,1875000.0
ELECTRI-TECH  INC,4,1867000.0,1130000.0
DRONE NERDS INC,2,1860048.12,1861036.12
"INCIDENT CATERING SERVICES, LLC",2,1840500.0,1840500.0
"FALVO MANUFACTURING CO., INC.",4,1840300.0,1031100.0
"UNIVERSAL BUSINESS SOLUTIONS, LLC",10,1836275.4,1058229.0
"SONESYS, LLC",4,1833528.0,1833528.0
"SOUTHERN MARYLAND DREDGING, INC.",5,1822587.3,1459571.5
"HEMINGWAY APPAREL MANUFACTURING, INC.",4,1818826.0,1386646.0
TOWN OF BLACKSTONE MUNICIPAL BUILDING,1,1811675.21,1811675.21
"BOONE DE LEON COMMUNICATIONS, INC.",6,1810000.0,1245870.0
"EXONE OPERATING, LLC",11,1808786.12,1525786.12
ASTRO MANUFACTURING & DESIGN INC,6,1807309.45,1784009.45
"HAMAR LASER INSTRUMENTS, INC.",1,1806745.0,1806745.0
"S&S PRECISION, LLC",1,1804961.68,1804961.68
NATRX INC,2,1800000.0,1800000.0
"BLINK THERMAL, INC.",4,1798737.0,1798737.0
"ONEIDA BUSINESS ENTERPRISES, INC.",4,1795450.0,1764850.0
NAVIGATOR LABS,8,1783073.4,1019262.94
MELD MANUFACTURING CORPORATION,4,1775705.0,1742759.0
"VETCO, LIMITED LIABILITY COMPANY",18,1774323.0,1550000.0
CATI INC,3,1773590.0,1496697.0
MEISYSTEM INC.,1,1773548.12,1773548.12
EAGLE UNIVERSAL SERVICES LLC,2,1772556.0,1772556.0
KENNAMETAL EXTRUDE HONE CORPORATION,4,1770482.0,1759982.0
MERLIN PRODUCTS LIMITED,10,1769363.0,1769363.0
"PRECISION MEDICAL PRODUCTS, INC.",4,1767500.0,1767500.0
"PREMIER JETS, INC",2,1763721.82,1425320.02
UNIVERSAL ENGINEERING & CONTRACTING LLC,8,1753991.0,1498800.0
"TELEDYNE INSTRUMENTS, INC.",2,1753328.0,1753328.0
MILESTONE SYSTEMS  INC.,1,1750000.0,1750000.0
"LONE STAR SPECIALTY PRODUCTS, LLC",2,1750000.0,1750000.0
"TYPE ONE INCIDENT SUPPORT, INC.",2,1748084.0,1484585.0
"TETRA TECH-BOWERS & KUBOTA AE PACIFIC JV, LLC",1,1740499.0,1740499.0
"GREENLIGHT CONSULTING SERVICES, LLC",2,1735449.44,1735449.44
"BLACKSKY GEOSPATIAL SOLUTIONS, LLC",3,1735338.0,1475338.0
ONERADIO CORP,2,1730088.0,1249358.0
"VECTORS, INC.",1,1723945.87,1723945.87
SOUTHERN CALIFORNIA EDISON COM,15,1720401.36,1283888.0
"HEALTH FRONTIERS, LLC, JOINT VENTURE",7,1718016.35,1439069.97
MEL MALONE INC.,3,1714552.0,1654552.0
SEMITORR GROUP  INC.,2,1699605.97,1699605.97
FABRICATED STEEL MANUFACTURING COMPANY (PTY) LTD,2,1698685.71,1698685.71
CBEYONDATA SERVICES INC.,4,1694460.87,1088814.6
SCHMIDT CONSTRUCTION INC,6,1691663.44,1603078.0
"AVEOX, INC.",5,1691220.6,1691220.6
FOOTPRINTS INC,5,1687667.0,1116813.3
ARDMORE SHIPPING (ASIA) PTE. LTD.,1,1687200.0,1687200.0
CPCA MANUFACTURING LLC,4,1684477.86,1784832.61
"BAYOU METAL SUPPLY & MANUFACTURING, L.L.C.",5,1676182.6,1410990.1
"RCH MANUFACTURING, LLC",5,1675261.8,1480000.0
RADIUS PRECISION LLC,5,1665459.67,1665459.67
LONE STAR VIPERS LLC,2,1654597.07,1654597.07
"PEI/GENESIS, INC.",5,1644199.56,1023750.0
ONEPATH NETWORKS  INC,2,1637990.6300000001,1459663.28
RUMBLE DEVELOPMENT CORPORATION,4,1633415.85,1633415.85
BROWN AND CALDWELL - TETRA TECH A JOINT VENTURE,3,1632424.0,1443326.0
BIONEER CORPORATION,1,1616155.3,1616155.3
"WALKER CONSULTANTS, INC.",8,1605135.99,1005689.0
"NEWPORT PAVING COMPANY, INC.",3,1602765.9,1764280.0
PEARSON EDUCATION INCORPORATED (3684),4,1588509.6099999999,1313892.0
"LOS ALAMOS TECHNICAL ASSOCIATES, INC.",12,1585785.0699999998,1626826.16
CAPRICORN JV LLC,4,1577112.29,1577112.29
"BLACK HILLS NANOSYSTEMS, CORPORATION",4,1569000.0,1569000.0
"PATRIARCH PARTNERS, LLC",6,1568246.7,1080000.0
SUMMIT LTC CENTER LLC,4,1556349.87,1000000.0
PREMIER FURNACE SPECIALISTS INC,1,1552170.0,1552170.0
"ENTELOS, INC.",4,1544724.61,1549953.0
RAFAEL CONSTRUCTION INC,18,1530660.63,1578578.0
"VETSUMMIT, LLC",18,1518614.98,1277000.0
"ADAMAS NANOTECHNOLOGIES, INC.",5,1501871.0,1501871.0
OUTDOOR SURVIVAL L.L.C.,1,1499131.0,1499131.0
TAIT TOWERS MANUFACTURING LLC,1,1497271.0,1497271.0
DAVID PATTERSON,6,1484916.0,1419872.0
"PRECISION TARGETING, LLC",6,1484808.0,1484808.0
"MILESTONE JV, LLC",5,1483681.0999999999,1349274.63
"COHERENT SYSTEMS INTERNATIONAL, CORP.",21,1481454.68,1414523.0
"REDWIRE DEFENSE TECH SLO, LLC",4,1480410.0,1480410.0
NORTH AMERICAN BISON COOPERATIVE,2,1465600.0,1465600.0
"EPICORE BIOSYSTEMS, INC",4,1464435.0,1166317.0
PANHANDLE COOPERATIVE ASSOCIATION,9,1458316.39,1456710.0
NIELSEN TALCOTT JOINT VENTURE,1,1456700.0,1456700.0
NATIONAL DISABILITY INSTITUTE INC,5,1452140.0,1205868.0
GULDMANN INC.,7,1434704.32,1165894.32
CORENIC CONSTRUCTION PARTNERS LLC,6,1429660.5899999999,1322980.7
PREMIER VETERANS CONTRACTING LLC,3,1428490.99,1390000.0
"ASPHALT MATERIALS, INC.",4,1426097.34,1707830.1
"EXHIBIT CONCEPTS, INC.",6,1425571.0,1055695.0
GOLD VAULT INN INC,8,1423960.72,1138800.0
VECTRUS SERVICES A/S,5,1403496.0,1909284.89
"WAGGONER COLOR VISION TESTING, LLC",5,1397499.79,1397500.0
AECOM-SMITHGROUP NAVFAC ATLANTIC MEDICAL JV,1,1396945.0,1396945.0
"CYCLONE POWER TECHNOLOGIES, INC.",4,1396895.0,1396895.0
CNE-SIGNATURE JV LLC,2,1388703.0,1388703.0
SYMBION KENYA LIMITED,1,1381552.08,1381552.08
AR/S ARCHEOSISTEMI SOCIETA' COOPERATIVA,4,1379649.9,1089064.23
"PERFECT WINDOWS AND DOORS, INC.",3,1376159.0,1376159.0
CALIFORNIA MANUFACTURING TECHNOLOGY CONSULTING,3,1376000.0,1376000.0
MANUFACTURING ADVOCACY & GROWTH NETWORK INC,8,1367740.78,2081613.0
"INTERPHASE OFFICE INTERIORS, INC",2,1366738.4000000001,1366806.8
"INNOVATIVE COMMUNICATIONS SYSTEMS, LLC",4,1360710.61,1076229.47
"HIGHWAY MACHINE CO., INC.",6,1358671.08,1166950.0
GPC HUBZONE SB,1,1349040.0,1349040.0
"SUNLIGHT INTERNATIONAL SALES, INC.",5,1348431.5,1006005.0
"ZTEC INSTRUMENTS, INC.",2,1347505.0,1347505.0
"MAUNA KEA INFRARED, LLC",9,1347376.99,1178858.99
REFINITIV US LLC,1,1346565.36,1346565.36
"WESCO TRAILER MANUFACTURING & SALES, LLC",1,1340635.92,1340635.92
OBRIEN ENGINEERING INC,1,1326914.56,1326914.56
"ROSEAU ELECTRIC COOPERATIVE, INC.",3,1324560.0,1324560.0
"TAKE CHARGE CONSULTANTS, INC.",10,1323524.21,1188825.25
"GEORGIA AEROSPACE SYSTEMS MANUFACTURING, INC.",2,1318085.0,1318085.0
"DYE PRECISION CNC, INC.",5,1314994.1700000002,1303936.8
OWL AUXILIO 8A JV LLC,6,1304523.21,1557724.0
KENDALL SQUARE SCIENCES LLC,2,1299568.5,1299568.5
"NEUSTAR INFORMATION SERVICES, INC.",1,1295000.0,1295000.0
TRUSTEDCISO LLC,1,1290000.0,1290000.0
"CONDITIONED AIR, LLC",1,1289887.0,1289887.0
DURO BAG MANUFACTURING COMPANY,1,1282526.0,1282526.0
HILLMANN & CARR INC,4,1273935.0,1889345.0
GEODIGITAL INTERNATIONAL CORP.,2,1273379.21,1261379.21
"COOK & SCHMID, LLC",9,1263730.3499999999,1000000.0
"QUORUM GROUP, LLC",2,1262782.04,1262782.04
"COHERENT CERAMICS, INC.",1,1261000.0,1261000.0
"EXUM INSTRUMENTS, INC.",2,1259945.77,1249945.77
THE FILTREX CORPORATION,2,1255824.0,1255824.0
"MAKE MANUFACTURING, LLC",1,1251537.28,1251537.28
POLARIS SEMICONDUCTOR LLC,2,1250000.0,1250000.0
"ALCHEMY GEOPOLYMER SOLUTIONS, LLC",3,1250000.0,1250000.0
STONE SOLUTIONS AND RESEARCH COLLECTIVE LLC,3,1249991.91,1249991.91
SONERA  INC.,1,1249968.0,1249968.0
MATERIAL HYBRID MANUFACTURING INC,2,1249898.0,1249898.0
TERRA QUANTUM FALCON INC.,1,1249842.0,1249842.0
LIGHT AND CHARGE SOLUTIONS LLC,3,1249693.0,1249693.0
QUANTUM DATA INC,2,1246305.0,1246305.0
CENTEX FLUID PRODUCTS & PREMIER PUMPS LLC,2,1244625.0,1244625.0
RAILROAD TECHNOLOGY AND SERVICES LIMITED LIABILITY COMPANY,1,1243590.0,1243590.0
AMORPHIC TECH LTD,6,1243475.0,1243475.0
JONES FISH HATCHERIES & DISTRIBUTORS LLC,2,1241470.0,1241470.0
APPIAN LOGIC LLC,5,1240561.85,1263972.8
EIKON RESEARCH INC,2,1237756.35,1237756.35
NATRION INC,4,1236881.0,1236881.0
"GLOBAL PRECISION IMAGING, LLC",1,1235084.0,1235084.0
"AD IMPROVEMENTS, INC",4,1225565.8900000001,1195295.62
"MODERN INTELLIGENCE, INC.",6,1224440.0,1224440.0
"CASELLA, JAMES F",1,1222739.0,1222739.0
"PROFESSIONAL OFFICE ENVIRONMENTS, INC.",3,1215767.99,1176354.61
ADVANCED AMERICAN SUPPLY LIMITED LIABILITY COMPANY,3,1215000.0,1215240.0
"THE HEIGHTS OF SUMMERLIN, LLC",1,1201497.91,1201497.91
NANOVECTOR INCORPORATED,7,1199956.0,1199956.0
"DRONE GO HOME, LLC",3,1199398.0,1199398.0
TONETS CORPORATION,2,1198198.96,1193620.73
PREMIER MICRONUTRIENT CORPORATION,4,1194798.0,1195000.0
ADVANCE PUBLICATIONS  INC.,6,1188069.92,5749999.92
HOWELL-OREGON ELECTRIC COOPERATIVE INC,2,1178354.75,1178354.75
"CODA OCTOPUS ENGINEERING, INC.",2,1165429.0,1165429.0
"MONTEFIORE HEALTH SYSTEM, INC.",7,1164998.6800000002,1574544.0
SIGNATURE SPACE LLC,8,1157022.36,1356759.05
VALAR FRONTIER SOLUTIONS LLC,2,1154159.93,1154161.0
DART CONTAINER CORPORATION,1,1153734.52,1153734.52
"ORION MARINE CONTRACTORS, INC.",1,1150000.0,1150000.0
LORD CONSTRUCTION GROUP INC,1,1149000.0,1149000.0
"GIRARD MANUFACTURING, INC",1,1132408.45,1132408.45
CHARACTERISTIC SOLUTIONS COMPANY LLC,3,1118040.0,1118040.0
"DECISIONQUEST, LLC",4,1107965.25,1400000.0
VERMEER MANUFACTURING COMPANY,3,1099132.12,1180888.12
INTELLIGENT ARTIFACTS INC.,2,1093502.0,1093502.0
BLINK SUPPLIES INC,2,1092510.0,1092510.0
TITENN INC,2,1090939.0,1090939.0
UNIVERSAL STRATEGIC ADVISORS LLC,4,1079163.6799999997,6764922.5
"ADARA NETWORKS, INC.",3,1074142.44,1075898.0
"RECONDITIONED SYSTEMS, INC.",12,1072459.3199999998,1169159.4
MESHTASTIC SOLUTIONS INC,2,1068099.0,1068099.0
STONE MOUNTAIN TECHNOLOGIES INC,4,1063375.92,1063375.92
"MERIDIAN CONTRACTORS, LLC",2,1052816.45,1052816.45
PREMIER MECHANICAL LLC,3,1050950.0,1050950.0
MODERN TACTICAL CREATIONS LLC,1,1042065.0,1042065.0
"CORVUS GROUP, THE",1,1038120.0,1038120.0
"PRECISION CONSTRUCTION, LLC",4,1033312.38,1289610.0
"VETERAN ABILITY, LLC",5,1026415.8999999999,1023240.2
PROFOUNDERS VENTURES MANAGEMENT GMBH,3,1026000.0,1026000.0
"INTEGRATED BIOMETRICS, LLC",3,1023360.0,2982720.0
"BRUNSWICK HOSPITALITY OF VIRGINIA, LLC",5,1019458.0,1065648.0
PRECISION GRADING LLC,1,1000820.39,1000820.39
ANANIA & ASSOCIATES INVESTMENT COMPANY  LLC,3,1000000.0,1000000.0
POLARIS IMAGING LLC,1,1000000.0,1000000.0
"COMBUSTION COMPONENTS ASSOCIATES, INC.",2,1000000.0,1000000.0
"AYALA FOUNDATION, INC.",1,1000000.0,1000000.0
MOLDED FIBER GLASS COMPANIES,7,995101.9,1107524.58
QUALITY ONE STELLA MAY JOINT VENTURE,7,940382.8600000001,1057963.34
"DOYON, LIMITED",12,936026.81,1221213.26
"INGENESIS ARORA INTERNATIONAL, LLC",6,901018.3099999999,1089733.4
"SKYLINE SOLAR, INC.",3,851000.0,1629610.0
BROADVIEW WESTCHESTER JOINT WATER AGENCY,3,810118.0,1015118.0
"QUESTCOM GROUP, INC.,THE",4,801812.0499999998,3125911.15
"WCP-ZAPATA JV, LLC",3,797994.4,1763536.0
BATESVILLE HEALTHCARE LLC,3,727639.28,1089000.0
"CONCENTRANCE CONSULTING GROUP, INC",21,639899.6299999999,1145247.0
INTERCELL AG,7,566667.0,3642300.0
"CORNERSTONE TITLE INSURANCE AGENCY, L.L.C.",6,498763.68,1017954.0
MODERN CENTRAL LAUNDRY W.L.L,19,481350.95999999996,1800000.0
FIS CAPITAL MARKETS US LLC,3,-289.0,2756100.0
"MEDICONE MEDICAL RESPONSE OF TENNESSEE, INC",3,-168977.79999999993,1598623.0
"AXIOM GROUP, INC.",6,-325015.9800000002,4584000.0
MERIDIAN RESOURCE COMPANY LLC,14,-1123487.5800000003,1223296.0
"NINETY ONE NORTH AMERICA, INC.",8,-1951402.2799999998,1000000.0
WESCO CONSULTANTS LIMITED LIABILITY COMPANY,9,-2916559.8599999994,2254764.06
COOPERATIVE PERSONNEL SERVICES,60,-21032262.74,2158781.0
ASTRAZENECA UK LTD,13,-21969841.72,1253969.76
UNIVERSAL SERVICE ADMINISTRATIVE COMPANY,6,-67602176.66,10991828.91
